Workflow_ID,Process_Name,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Approval_Level,Employee_Workload,Cost_Per_Task
WF_174,Purchase Order,TASK_174,Review,High,IT,EMP_108,2024-10-08 23:34:00,2024-10-09 03:42:00,155,248,1,Level 2,8,87.14
WF_175,IT Support Ticket,TASK_175,Review,High,Operations,EMP_110,2024-03-23 22:15:00,2024-03-23 22:42:00,29,27,0,Level 3,10,80.58
WF_176,HR Onboarding,TASK_176,Approval,Critical,HR,EMP_138,2024-09-22 06:41:00,2024-09-22 11:08:00,151,267,1,Level 2,4,285.13
WF_177,Customer Complaint,TASK_177,Review,Low,IT,EMP_44,2024-05-19 15:08:00,2024-05-19 16:22:00,55,74,1,Level 2,9,189.56
WF_178,Customer Complaint,TASK_178,Validation,Medium,IT,EMP_29,2024-10-03 06:12:00,2024-10-03 06:39:00,21,27,1,Level 1,1,189.85
WF_179,Customer Complaint,TASK_179,Data Entry,Critical,Operations,EMP_71,2024-03-18 21:18:00,2024-03-19 01:43:00,197,265,1,Level 1,1,479.16
WF_180,IT Support Ticket,TASK_180,Data Entry,Medium,Finance,EMP_97,2024-09-09 06:13:00,2024-09-09 10:13:00,213,240,1,Level 2,7,124.97
WF_181,Purchase Order,TASK_181,Review,Critical,Customer Service,EMP_10,2024-10-23 15:55:00,2024-10-23 19:10:00,105,195,1,Level 3,5,105.18
WF_182,HR Onboarding,TASK_182,Data Entry,Low,Customer Service,EMP_3,2024-07-25 02:48:00,2024-07-25 06:28:00,127,220,1,Level 1,10,279.64
WF_183,IT Support Ticket,TASK_183,Escalation,Low,Finance,EMP_122,2024-07-05 21:11:00,2024-07-05 23:34:00,125,143,1,Level 3,7,157.05
WF_184,IT Support Ticket,TASK_184,Escalation,Medium,HR,EMP_28,2024-02-01 22:16:00,2024-02-02 02:05:00,119,229,1,Level 2,7,58.47
WF_185,IT Support Ticket,TASK_185,Approval,Low,IT,EMP_43,2024-08-23 07:01:00,2024-08-23 09:29:00,153,148,0,Level 2,9,442.49
WF_186,Customer Complaint,TASK_186,Approval,High,Finance,EMP_38,2024-12-05 03:01:00,2024-12-05 05:33:00,112,152,1,Level 2,10,235.0
WF_187,IT Support Ticket,TASK_187,Validation,Medium,Finance,EMP_77,2024-01-17 07:35:00,2024-01-17 12:11:00,178,276,1,Level 2,6,423.58
WF_188,Invoice Approval,TASK_188,Data Entry,Low,Finance,EMP_26,2024-01-27 00:17:00,2024-01-27 01:49:00,55,92,1,Level 1,4,303.55
WF_189,Purchase Order,TASK_189,Validation,Critical,IT,EMP_39,2024-08-20 20:00:00,2024-08-21 00:05:00,230,245,1,Level 2,3,495.34
WF_190,HR Onboarding,TASK_190,Data Entry,High,HR,EMP_117,2024-06-16 05:55:00,2024-06-16 08:56:00,90,181,1,Level 2,6,467.42
WF_191,Invoice Approval,TASK_191,Validation,Medium,HR,EMP_14,2024-05-05 11:40:00,2024-05-05 14:22:00,124,162,1,Level 2,6,253.48
WF_192,Invoice Approval,TASK_192,Review,High,Customer Service,EMP_25,2024-02-03 21:55:00,2024-02-03 23:03:00,28,68,1,Level 1,3,487.61
WF_193,HR Onboarding,TASK_193,Escalation,Medium,Operations,EMP_86,2024-09-09 15:31:00,2024-09-09 18:13:00,50,162,1,Level 1,10,241.08
WF_194,Invoice Approval,TASK_194,Approval,Medium,HR,EMP_16,2024-06-26 02:45:00,2024-06-26 06:17:00,151,212,1,Level 3,1,241.78
WF_195,Purchase Order,TASK_195,Review,Critical,HR,EMP_37,2024-09-24 08:17:00,2024-09-24 10:30:00,86,133,1,Level 2,4,421.88
WF_196,Customer Complaint,TASK_196,Review,Low,Finance,EMP_136,2024-07-31 04:46:00,2024-07-31 07:36:00,59,170,1,Level 1,7,273.55
WF_197,Purchase Order,TASK_197,Review,Critical,IT,EMP_142,2024-06-14 15:20:00,2024-06-14 17:28:00,50,128,1,Level 3,6,440.56
WF_198,HR Onboarding,TASK_198,Data Entry,High,Customer Service,EMP_58,2024-05-12 09:57:00,2024-05-12 12:57:00,126,180,1,Level 3,9,216.35
WF_199,HR Onboarding,TASK_199,Escalation,High,Operations,EMP_124,2024-06-25 04:54:00,2024-06-25 07:40:00,148,166,1,Level 3,6,148.25
WF_200,Customer Complaint,TASK_200,Data Entry,Low,HR,EMP_31,2024-09-14 18:07:00,2024-09-14 22:49:00,177,282,1,Level 2,10,448.45
WF_201,HR Onboarding,TASK_201,Validation,Critical,HR,EMP_142,2024-09-06 03:46:00,2024-09-06 07:58:00,164,252,1,Level 3,10,238.71
WF_202,Purchase Order,TASK_202,Approval,High,HR,EMP_5,2024-04-06 19:59:00,2024-04-06 22:08:00,112,129,1,Level 3,7,66.68
WF_203,IT Support Ticket,TASK_203,Validation,Low,Operations,EMP_58,2024-01-10 19:26:00,2024-01-10 21:09:00,56,103,1,Level 2,2,375.19
WF_204,IT Support Ticket,TASK_204,Review,Low,Operations,EMP_36,2024-01-29 23:01:00,2024-01-30 02:11:00,134,190,1,Level 2,10,470.49
WF_205,Customer Complaint,TASK_205,Data Entry,Critical,HR,EMP_97,2024-08-05 19:11:00,2024-08-05 23:31:00,155,260,1,Level 1,3,111.02
WF_206,Purchase Order,TASK_206,Escalation,Low,Operations,EMP_147,2024-09-07 14:31:00,2024-09-07 15:38:00,18,67,1,Level 1,7,155.9
WF_207,Customer Complaint,TASK_207,Approval,Critical,HR,EMP_142,2024-07-25 04:33:00,2024-07-25 06:53:00,58,140,1,Level 3,8,136.52
WF_208,Customer Complaint,TASK_208,Review,Low,HR,EMP_67,2024-09-23 01:29:00,2024-09-23 05:26:00,131,237,1,Level 2,6,85.44
WF_209,Invoice Approval,TASK_209,Validation,Low,Customer Service,EMP_30,2024-07-12 10:10:00,2024-07-12 14:06:00,232,236,1,Level 1,1,280.93
WF_210,Customer Complaint,TASK_210,Escalation,High,Customer Service,EMP_94,2024-05-12 18:13:00,2024-05-12 20:21:00,114,128,1,Level 3,1,256.35
WF_211,Customer Complaint,TASK_211,Approval,Medium,Customer Service,EMP_26,2024-07-11 13:47:00,2024-07-11 15:50:00,10,123,1,Level 3,7,476.33
WF_212,HR Onboarding,TASK_212,Review,Critical,Operations,EMP_56,2024-09-21 08:04:00,2024-09-21 11:05:00,89,181,1,Level 1,4,235.85
WF_213,Customer Complaint,TASK_213,Validation,Low,HR,EMP_11,2024-11-14 09:13:00,2024-11-14 14:15:00,218,302,1,Level 1,2,84.79
WF_214,Purchase Order,TASK_214,Data Entry,Low,HR,EMP_139,2024-08-29 03:04:00,2024-08-29 04:43:00,81,99,1,Level 2,4,415.19
WF_215,Purchase Order,TASK_215,Review,Low,Operations,EMP_52,2024-02-12 02:54:00,2024-02-12 06:05:00,88,191,1,Level 2,8,58.59
WF_216,Purchase Order,TASK_216,Review,Low,IT,EMP_86,2024-04-05 05:48:00,2024-04-05 10:02:00,186,254,1,Level 2,6,161.52
WF_217,HR Onboarding,TASK_217,Validation,Medium,Finance,EMP_109,2024-05-22 15:19:00,2024-05-22 16:21:00,56,62,1,Level 3,7,347.6
WF_218,HR Onboarding,TASK_218,Escalation,Medium,IT,EMP_39,2024-12-07 23:52:00,2024-12-08 02:16:00,122,144,1,Level 2,6,184.99
WF_219,Purchase Order,TASK_219,Escalation,Low,IT,EMP_76,2024-10-06 08:31:00,2024-10-06 11:07:00,65,156,1,Level 1,7,195.6
WF_220,Purchase Order,TASK_220,Review,Critical,IT,EMP_92,2024-04-29 12:05:00,2024-04-29 15:08:00,112,183,1,Level 2,6,387.51
WF_221,IT Support Ticket,TASK_221,Review,Low,IT,EMP_137,2024-07-04 16:39:00,2024-07-04 19:14:00,157,155,0,Level 3,6,358.87
WF_222,Invoice Approval,TASK_222,Escalation,Low,Operations,EMP_4,2024-04-26 02:46:00,2024-04-26 04:50:00,128,124,0,Level 3,1,308.68
WF_223,HR Onboarding,TASK_223,Data Entry,Medium,Customer Service,EMP_46,2024-01-29 01:14:00,2024-01-29 03:21:00,13,127,1,Level 2,9,497.37
WF_224,IT Support Ticket,TASK_224,Approval,High,IT,EMP_67,2024-08-12 23:10:00,2024-08-13 01:31:00,35,141,1,Level 1,4,56.41
WF_225,HR Onboarding,TASK_225,Data Entry,Medium,IT,EMP_130,2024-05-22 07:30:00,2024-05-22 12:15:00,187,285,1,Level 3,9,417.75
WF_226,HR Onboarding,TASK_226,Approval,Critical,Operations,EMP_96,2024-04-12 00:55:00,2024-04-12 03:55:00,166,180,1,Level 1,6,241.19
WF_227,HR Onboarding,TASK_227,Escalation,Low,Finance,EMP_107,2024-06-03 06:37:00,2024-06-03 09:29:00,56,172,1,Level 3,5,262.04
WF_228,HR Onboarding,TASK_228,Approval,Low,Finance,EMP_147,2024-06-07 18:30:00,2024-06-07 21:36:00,157,186,1,Level 1,3,456.17
WF_229,Invoice Approval,TASK_229,Escalation,Critical,Finance,EMP_68,2024-12-18 03:54:00,2024-12-18 06:39:00,64,165,1,Level 2,3,466.9
WF_230,Invoice Approval,TASK_230,Approval,Medium,Finance,EMP_4,2024-03-25 19:33:00,2024-03-25 22:41:00,157,188,1,Level 1,9,188.88
WF_231,Customer Complaint,TASK_231,Validation,High,HR,EMP_138,2024-01-14 08:00:00,2024-01-14 13:11:00,228,311,1,Level 1,10,412.75
WF_232,Purchase Order,TASK_232,Review,Medium,IT,EMP_93,2024-08-04 23:14:00,2024-08-05 01:45:00,67,151,1,Level 3,5,130.95
WF_233,Purchase Order,TASK_233,Data Entry,High,Finance,EMP_63,2024-02-15 13:20:00,2024-02-15 17:20:00,163,240,1,Level 3,2,427.52
WF_234,Purchase Order,TASK_234,Escalation,Low,IT,EMP_113,2024-04-02 07:55:00,2024-04-02 12:40:00,207,285,1,Level 1,4,89.47
WF_235,Customer Complaint,TASK_235,Validation,Low,IT,EMP_23,2024-06-17 16:50:00,2024-06-17 19:33:00,118,163,1,Level 2,10,267.75
WF_236,Purchase Order,TASK_236,Validation,Low,Finance,EMP_87,2024-08-19 12:59:00,2024-08-19 17:35:00,157,276,1,Level 3,7,183.41
WF_237,Invoice Approval,TASK_237,Approval,High,Operations,EMP_13,2024-07-20 00:07:00,2024-07-20 03:37:00,153,210,1,Level 1,10,386.66
WF_238,Customer Complaint,TASK_238,Approval,Low,IT,EMP_124,2024-12-16 20:37:00,2024-12-16 22:47:00,122,130,1,Level 2,2,213.76
WF_239,Invoice Approval,TASK_239,Data Entry,Medium,Customer Service,EMP_98,2024-08-19 22:07:00,2024-08-20 00:15:00,108,128,1,Level 2,5,280.94
WF_240,Customer Complaint,TASK_240,Data Entry,Low,Finance,EMP_56,2024-03-11 01:47:00,2024-03-11 03:19:00,97,92,0,Level 1,2,70.17
WF_241,Customer Complaint,TASK_241,Approval,Low,Finance,EMP_18,2024-09-27 22:58:00,2024-09-28 01:26:00,40,148,1,Level 2,3,439.1
WF_242,IT Support Ticket,TASK_242,Validation,High,Operations,EMP_8,2024-06-03 09:25:00,2024-06-03 14:00:00,216,275,1,Level 2,9,283.28
WF_243,Purchase Order,TASK_243,Validation,High,Finance,EMP_24,2024-05-21 01:02:00,2024-05-21 06:16:00,206,314,1,Level 1,9,322.16
WF_244,Customer Complaint,TASK_244,Approval,Critical,Customer Service,EMP_24,2024-07-09 13:16:00,2024-07-09 17:09:00,138,233,1,Level 1,8,287.24
WF_245,IT Support Ticket,TASK_245,Review,Low,HR,EMP_34,2024-05-03 14:00:00,2024-05-03 17:21:00,138,201,1,Level 2,3,81.63
WF_246,Purchase Order,TASK_246,Approval,Medium,Finance,EMP_70,2024-07-13 05:05:00,2024-07-13 09:38:00,176,273,1,Level 3,10,387.59
WF_247,Purchase Order,TASK_247,Approval,High,HR,EMP_100,2024-10-01 11:31:00,2024-10-01 15:39:00,176,248,1,Level 3,4,405.81
WF_248,Purchase Order,TASK_248,Review,High,Operations,EMP_25,2024-01-21 01:16:00,2024-01-21 04:58:00,114,222,1,Level 1,6,297.48
WF_249,Customer Complaint,TASK_249,Review,Critical,HR,EMP_133,2024-11-01 06:05:00,2024-11-01 09:18:00,148,193,1,Level 3,1,419.0
WF_250,Customer Complaint,TASK_250,Review,Low,Finance,EMP_39,2024-07-28 07:56:00,2024-07-28 08:19:00,24,23,0,Level 1,2,53.22
WF_251,Invoice Approval,TASK_251,Escalation,Critical,Operations,EMP_126,2024-08-29 20:11:00,2024-08-29 22:49:00,146,158,1,Level 3,8,459.52
WF_252,Customer Complaint,TASK_252,Escalation,Critical,Customer Service,EMP_87,2024-03-13 00:06:00,2024-03-13 03:52:00,154,226,1,Level 3,4,65.1
WF_253,Purchase Order,TASK_253,Approval,Critical,Operations,EMP_135,2024-06-10 12:41:00,2024-06-10 14:12:00,24,91,1,Level 2,9,379.48
WF_254,IT Support Ticket,TASK_254,Review,High,HR,EMP_93,2024-01-26 14:51:00,2024-01-26 17:42:00,114,171,1,Level 3,10,299.58
WF_255,HR Onboarding,TASK_255,Approval,Low,Finance,EMP_113,2024-07-12 06:20:00,2024-07-12 07:32:00,28,72,1,Level 1,10,373.71
WF_256,IT Support Ticket,TASK_256,Review,Medium,Operations,EMP_82,2024-09-23 00:30:00,2024-09-23 03:43:00,115,193,1,Level 2,8,447.27
WF_257,Purchase Order,TASK_257,Approval,Critical,HR,EMP_4,2024-01-02 06:16:00,2024-01-02 07:56:00,53,100,1,Level 1,7,227.94
WF_258,Invoice Approval,TASK_258,Validation,High,IT,EMP_133,2024-01-19 11:06:00,2024-01-19 11:16:00,11,10,0,Level 2,10,496.1
WF_259,IT Support Ticket,TASK_259,Validation,Medium,IT,EMP_84,2024-04-28 03:39:00,2024-04-28 05:22:00,74,103,1,Level 2,3,312.01
WF_260,HR Onboarding,TASK_260,Approval,Medium,IT,EMP_64,2024-07-27 20:48:00,2024-07-28 00:29:00,178,221,1,Level 2,4,345.99
WF_261,Invoice Approval,TASK_261,Escalation,Critical,Finance,EMP_150,2024-09-01 06:57:00,2024-09-01 10:21:00,110,204,1,Level 3,9,457.84
WF_262,Invoice Approval,TASK_262,Validation,Low,Operations,EMP_40,2024-11-28 12:49:00,2024-11-28 15:56:00,131,187,1,Level 3,4,171.18
WF_263,Purchase Order,TASK_263,Data Entry,High,IT,EMP_18,2024-04-15 09:59:00,2024-04-15 13:04:00,147,185,1,Level 1,5,387.03
WF_264,Invoice Approval,TASK_264,Validation,Critical,Finance,EMP_4,2024-11-09 22:21:00,2024-11-10 00:26:00,24,125,1,Level 3,9,225.57
WF_265,Purchase Order,TASK_265,Data Entry,Low,IT,EMP_115,2024-05-16 21:46:00,2024-05-16 23:08:00,31,82,1,Level 2,2,104.31
WF_266,Purchase Order,TASK_266,Data Entry,Low,HR,EMP_37,2024-04-04 10:27:00,2024-04-04 16:21:00,236,354,1,Level 2,1,416.86
WF_267,Invoice Approval,TASK_267,Approval,Low,HR,EMP_99,2024-04-27 02:24:00,2024-04-27 07:35:00,222,311,1,Level 2,2,236.46
WF_268,Purchase Order,TASK_268,Validation,Low,Operations,EMP_125,2024-03-18 04:55:00,2024-03-18 06:06:00,33,71,1,Level 3,4,393.13
WF_269,Purchase Order,TASK_269,Escalation,High,HR,EMP_60,2024-07-25 00:01:00,2024-07-25 02:32:00,132,151,1,Level 1,7,227.97
WF_270,Invoice Approval,TASK_270,Escalation,Low,Finance,EMP_137,2024-05-29 17:26:00,2024-05-29 22:22:00,222,296,1,Level 1,4,371.48
WF_271,Purchase Order,TASK_271,Review,Low,Customer Service,EMP_1,2024-11-27 05:39:00,2024-11-27 09:58:00,203,259,1,Level 1,2,125.05
WF_272,IT Support Ticket,TASK_272,Validation,High,Finance,EMP_44,2024-03-27 16:06:00,2024-03-27 18:57:00,168,171,1,Level 3,10,367.23
WF_273,Customer Complaint,TASK_273,Data Entry,High,Operations,EMP_101,2024-11-29 05:19:00,2024-11-29 10:43:00,215,324,1,Level 3,10,156.23
WF_274,IT Support Ticket,TASK_274,Review,Low,Operations,EMP_64,2024-09-21 01:49:00,2024-09-21 04:01:00,137,132,0,Level 1,1,267.16
WF_275,Customer Complaint,TASK_275,Validation,High,Customer Service,EMP_29,2024-03-16 06:28:00,2024-03-16 10:18:00,136,230,1,Level 1,2,331.39
WF_276,Purchase Order,TASK_276,Review,Low,HR,EMP_25,2024-05-03 17:25:00,2024-05-03 19:31:00,17,126,1,Level 1,4,145.96
WF_277,IT Support Ticket,TASK_277,Approval,Low,Finance,EMP_53,2024-11-24 05:14:00,2024-11-24 09:12:00,229,238,1,Level 2,8,168.09
WF_278,IT Support Ticket,TASK_278,Validation,High,Finance,EMP_11,2024-01-13 20:21:00,2024-01-14 00:50:00,193,269,1,Level 2,4,321.02
WF_279,Purchase Order,TASK_279,Data Entry,Critical,Operations,EMP_122,2024-11-26 05:18:00,2024-11-26 09:35:00,159,257,1,Level 2,10,262.71
WF_280,Customer Complaint,TASK_280,Approval,Medium,IT,EMP_11,2024-07-18 00:42:00,2024-07-18 02:02:00,57,80,1,Level 2,8,454.03
WF_281,IT Support Ticket,TASK_281,Approval,Low,Customer Service,EMP_11,2024-05-07 22:58:00,2024-05-08 00:31:00,23,93,1,Level 3,1,333.48
WF_282,HR Onboarding,TASK_282,Approval,Critical,IT,EMP_59,2024-01-08 23:37:00,2024-01-09 03:03:00,190,206,1,Level 1,1,143.8
WF_283,Purchase Order,TASK_283,Escalation,Critical,Customer Service,EMP_16,2024-09-26 20:08:00,2024-09-26 21:32:00,70,84,1,Level 2,10,432.35
WF_284,Customer Complaint,TASK_284,Data Entry,Low,Customer Service,EMP_146,2024-11-16 13:51:00,2024-11-16 18:32:00,198,281,1,Level 2,5,212.34
WF_285,Invoice Approval,TASK_285,Review,Critical,Finance,EMP_112,2024-04-18 14:18:00,2024-04-18 18:40:00,216,262,1,Level 1,5,437.73
WF_286,Customer Complaint,TASK_286,Approval,High,Operations,EMP_114,2024-08-05 02:26:00,2024-08-05 07:05:00,217,279,1,Level 3,3,395.67
WF_287,Invoice Approval,TASK_287,Approval,Medium,HR,EMP_40,2024-07-24 16:20:00,2024-07-24 17:26:00,20,66,1,Level 2,8,61.81
WF_288,Purchase Order,TASK_288,Approval,Critical,Customer Service,EMP_75,2024-04-04 12:28:00,2024-04-04 18:23:00,237,355,1,Level 2,5,380.3
WF_289,IT Support Ticket,TASK_289,Validation,High,Operations,EMP_40,2024-03-14 05:05:00,2024-03-14 06:54:00,114,109,0,Level 1,7,484.13
WF_290,HR Onboarding,TASK_290,Review,Critical,Finance,EMP_42,2024-03-09 02:23:00,2024-03-09 05:57:00,195,214,1,Level 3,1,441.5
WF_291,HR Onboarding,TASK_291,Escalation,Medium,Finance,EMP_56,2024-02-06 14:08:00,2024-02-06 17:04:00,103,176,1,Level 1,8,267.27
WF_292,IT Support Ticket,TASK_292,Validation,Low,HR,EMP_76,2024-11-11 06:40:00,2024-11-11 08:51:00,72,131,1,Level 2,2,154.49
WF_293,IT Support Ticket,TASK_293,Validation,High,Operations,EMP_65,2024-03-18 17:50:00,2024-03-18 23:21:00,236,331,1,Level 3,5,300.1
WF_294,HR Onboarding,TASK_294,Escalation,Medium,Customer Service,EMP_10,2024-05-21 11:59:00,2024-05-21 14:28:00,118,149,1,Level 3,7,464.1
WF_295,Customer Complaint,TASK_295,Approval,Critical,Finance,EMP_119,2024-03-21 09:25:00,2024-03-21 11:33:00,20,128,1,Level 2,2,464.47
WF_296,Purchase Order,TASK_296,Review,Critical,HR,EMP_56,2024-03-07 04:10:00,2024-03-07 07:59:00,229,229,0,Level 3,10,254.78
WF_297,Purchase Order,TASK_297,Review,Critical,HR,EMP_69,2024-04-02 01:58:00,2024-04-02 02:47:00,51,49,0,Level 2,9,419.24
WF_298,HR Onboarding,TASK_298,Validation,Medium,HR,EMP_139,2024-05-12 13:41:00,2024-05-12 15:41:00,73,120,1,Level 3,5,249.11
WF_299,HR Onboarding,TASK_299,Data Entry,Medium,Customer Service,EMP_140,2024-06-05 04:52:00,2024-06-05 06:39:00,106,107,1,Level 1,1,298.56
WF_300,IT Support Ticket,TASK_300,Validation,High,Operations,EMP_70,2024-12-16 19:22:00,2024-12-16 21:31:00,120,129,1,Level 1,2,455.72
WF_301,Invoice Approval,TASK_301,Review,Medium,Operations,EMP_118,2024-05-07 15:25:00,2024-05-07 19:04:00,100,219,1,Level 3,10,251.29
WF_302,HR Onboarding,TASK_302,Validation,Critical,Finance,EMP_4,2024-12-14 16:45:00,2024-12-14 20:48:00,189,243,1,Level 2,3,473.82
WF_303,Invoice Approval,TASK_303,Validation,Critical,Finance,EMP_16,2024-04-25 17:20:00,2024-04-25 21:16:00,194,236,1,Level 3,7,255.6
WF_304,Purchase Order,TASK_304,Review,Medium,Operations,EMP_84,2024-02-26 16:07:00,2024-02-26 20:23:00,159,256,1,Level 1,1,368.13
WF_305,Purchase Order,TASK_305,Review,High,Operations,EMP_120,2024-09-24 17:55:00,2024-09-24 20:18:00,104,143,1,Level 1,9,134.17
WF_306,IT Support Ticket,TASK_306,Escalation,Medium,IT,EMP_66,2024-06-23 17:58:00,2024-06-23 20:22:00,87,144,1,Level 3,4,382.21
WF_307,Customer Complaint,TASK_307,Escalation,Medium,Finance,EMP_150,2024-03-29 12:20:00,2024-03-29 16:19:00,135,239,1,Level 3,3,378.49
WF_308,IT Support Ticket,TASK_308,Data Entry,High,Operations,EMP_104,2024-11-24 07:51:00,2024-11-24 11:22:00,150,211,1,Level 3,8,441.9
WF_309,Purchase Order,TASK_309,Validation,Medium,Operations,EMP_33,2024-01-05 00:13:00,2024-01-05 04:47:00,175,274,1,Level 3,8,482.26
WF_310,Purchase Order,TASK_310,Validation,High,Customer Service,EMP_109,2024-03-16 14:45:00,2024-03-16 15:19:00,28,34,1,Level 1,5,197.88
WF_311,Customer Complaint,TASK_311,Escalation,Critical,Operations,EMP_51,2024-09-19 12:12:00,2024-09-19 16:25:00,161,253,1,Level 3,2,60.24
WF_312,Purchase Order,TASK_312,Approval,High,HR,EMP_97,2024-06-26 13:13:00,2024-06-26 17:18:00,188,245,1,Level 3,7,486.83
WF_313,HR Onboarding,TASK_313,Review,Low,Customer Service,EMP_108,2024-08-18 19:12:00,2024-08-18 22:20:00,104,188,1,Level 3,6,288.1
WF_314,IT Support Ticket,TASK_314,Data Entry,Medium,Customer Service,EMP_17,2024-12-02 10:47:00,2024-12-02 13:27:00,83,160,1,Level 3,1,128.43
WF_315,HR Onboarding,TASK_315,Data Entry,High,HR,EMP_21,2024-06-26 07:24:00,2024-06-26 07:39:00,20,15,0,Level 1,4,263.05
WF_316,Purchase Order,TASK_316,Validation,Critical,Customer Service,EMP_137,2024-04-05 12:14:00,2024-04-05 14:24:00,106,130,1,Level 1,6,476.64
WF_317,Purchase Order,TASK_317,Escalation,Medium,HR,EMP_147,2024-11-15 08:41:00,2024-11-15 14:13:00,233,332,1,Level 3,6,256.93
WF_318,IT Support Ticket,TASK_318,Approval,High,Customer Service,EMP_105,2024-06-12 00:11:00,2024-06-12 03:43:00,211,212,1,Level 2,3,134.96
WF_319,HR Onboarding,TASK_319,Data Entry,Medium,IT,EMP_13,2024-12-30 23:03:00,2024-12-31 00:02:00,45,59,1,Level 1,1,372.72
WF_320,HR Onboarding,TASK_320,Approval,Medium,IT,EMP_104,2024-12-26 21:09:00,2024-12-27 00:07:00,158,178,1,Level 2,3,331.05
WF_321,IT Support Ticket,TASK_321,Data Entry,Low,IT,EMP_149,2024-07-03 23:51:00,2024-07-04 04:46:00,224,295,1,Level 2,9,319.94
WF_322,Invoice Approval,TASK_322,Validation,Medium,Operations,EMP_65,2024-11-13 07:41:00,2024-11-13 12:29:00,207,288,1,Level 2,2,87.99
WF_323,HR Onboarding,TASK_323,Review,High,IT,EMP_46,2024-07-16 09:37:00,2024-07-16 14:07:00,167,270,1,Level 3,4,62.85
WF_324,IT Support Ticket,TASK_324,Review,Medium,HR,EMP_12,2024-11-12 04:43:00,2024-11-12 06:17:00,62,94,1,Level 3,1,426.8
WF_325,Invoice Approval,TASK_325,Escalation,Critical,IT,EMP_30,2024-01-11 11:38:00,2024-01-11 13:50:00,126,132,1,Level 1,1,130.21
WF_326,IT Support Ticket,TASK_326,Review,Low,IT,EMP_28,2024-05-31 13:45:00,2024-05-31 14:36:00,53,51,0,Level 1,8,365.34
WF_327,Purchase Order,TASK_327,Escalation,High,Finance,EMP_76,2024-04-30 15:30:00,2024-04-30 18:30:00,75,180,1,Level 3,2,197.29
WF_328,HR Onboarding,TASK_328,Approval,Critical,HR,EMP_24,2024-08-12 18:04:00,2024-08-12 19:49:00,59,105,1,Level 2,1,478.04
WF_329,Purchase Order,TASK_329,Validation,Low,HR,EMP_90,2024-05-27 14:28:00,2024-05-27 16:23:00,94,115,1,Level 1,9,494.16
WF_330,Customer Complaint,TASK_330,Data Entry,High,IT,EMP_112,2024-05-17 07:22:00,2024-05-17 10:40:00,131,198,1,Level 3,6,127.69
WF_331,Customer Complaint,TASK_331,Review,High,Customer Service,EMP_118,2024-09-13 21:21:00,2024-09-14 00:58:00,173,217,1,Level 1,6,353.68
WF_332,Invoice Approval,TASK_332,Escalation,Low,Finance,EMP_13,2024-11-06 02:16:00,2024-11-06 06:04:00,228,228,0,Level 2,7,253.29
WF_333,Customer Complaint,TASK_333,Validation,Low,IT,EMP_74,2024-08-27 13:16:00,2024-08-27 16:45:00,121,209,1,Level 3,7,394.46
WF_334,HR Onboarding,TASK_334,Approval,Critical,Operations,EMP_28,2024-04-08 10:42:00,2024-04-08 13:52:00,74,190,1,Level 1,2,378.69
WF_335,IT Support Ticket,TASK_335,Review,High,IT,EMP_104,2024-01-29 14:04:00,2024-01-29 17:06:00,185,182,0,Level 3,9,258.99
WF_336,Invoice Approval,TASK_336,Approval,Medium,HR,EMP_41,2024-03-20 13:11:00,2024-03-20 15:25:00,111,134,1,Level 1,8,325.7
WF_337,HR Onboarding,TASK_337,Approval,Medium,Customer Service,EMP_64,2024-11-17 18:26:00,2024-11-17 21:49:00,137,203,1,Level 2,5,113.07
WF_338,HR Onboarding,TASK_338,Validation,Critical,Operations,EMP_93,2024-10-06 05:40:00,2024-10-06 09:03:00,196,203,1,Level 3,10,138.86
WF_339,IT Support Ticket,TASK_339,Approval,Medium,IT,EMP_132,2024-09-22 06:09:00,2024-09-22 09:55:00,221,226,1,Level 1,8,495.86
WF_340,Invoice Approval,TASK_340,Escalation,High,Operations,EMP_72,2024-11-29 08:11:00,2024-11-29 10:00:00,25,109,1,Level 3,2,56.95
WF_341,Customer Complaint,TASK_341,Data Entry,Medium,IT,EMP_50,2024-08-21 19:38:00,2024-08-21 23:50:00,139,252,1,Level 3,1,132.64
WF_342,IT Support Ticket,TASK_342,Data Entry,Low,HR,EMP_80,2024-11-28 15:32:00,2024-11-28 19:38:00,171,246,1,Level 1,10,467.0
WF_343,HR Onboarding,TASK_343,Data Entry,Critical,HR,EMP_18,2024-06-25 20:50:00,2024-06-26 00:01:00,194,191,0,Level 2,7,240.6
WF_344,Purchase Order,TASK_344,Escalation,High,Customer Service,EMP_13,2024-11-12 17:25:00,2024-11-12 18:30:00,21,65,1,Level 3,7,261.4
WF_345,Invoice Approval,TASK_345,Escalation,Medium,HR,EMP_47,2024-07-25 23:45:00,2024-07-26 02:56:00,115,191,1,Level 2,5,319.36
WF_346,Purchase Order,TASK_346,Validation,Low,Customer Service,EMP_93,2024-10-13 23:18:00,2024-10-14 02:52:00,167,214,1,Level 1,1,429.25
WF_347,IT Support Ticket,TASK_347,Escalation,High,Operations,EMP_110,2024-08-14 23:39:00,2024-08-15 03:21:00,192,222,1,Level 3,2,253.2
